10x10 grid, p = 0.5, f = 0.25, 2500 steps
Ma D	Mi D	s+	s-
17600	62554	7.040000	25.021600
17860	62441	7.144000	24.976400
17836	61912	7.134400	24.764800
17819	62313	7.127600	24.925200
17821	62309	7.128400	24.923600
17876	61955	7.150400	24.782000
17702	62348	7.080800	24.939200
17595	61860	7.038000	24.744000
17928	61808	7.171200	24.723200
17709	62390	7.083600	24.956000
17508	61761	7.003200	24.704400
17874	62495	7.149600	24.998000
17701	62810	7.080400	25.124000
17787	62988	7.114800	25.195200
17425	62605	6.970000	25.042000
17989	62311	7.195600	24.924400
17813	62411	7.125200	24.964400
17936	62502	7.174400	25.000800
17885	62243	7.154000	24.897200
17871	62207	7.148400	24.882800
17685	61783	7.074000	24.713200
17454	62615	6.981600	25.046000
17742	62206	7.096800	24.882400
17913	62573	7.165200	25.029200
17814	62404	7.125600	24.961600
17889	62238	7.155600	24.895200
17689	62492	7.075600	24.996800
17655	62075	7.062000	24.830000
17768	62773	7.107200	25.109200
17553	62007	7.021200	24.802800
17953	62345	7.181200	24.938000
17749	62637	7.099600	25.054800
17566	62418	7.026400	24.967200
17542	62443	7.016800	24.977200
17803	61644	7.121200	24.657600
17940	62239	7.176000	24.895600
17782	63019	7.112800	25.207600
17734	61772	7.093600	24.708800
17611	62636	7.044400	25.054400
17839	61821	7.135600	24.728400
17693	61657	7.077200	24.662800
17680	62300	7.072000	24.920000
17799	62667	7.119600	25.066800
17888	62530	7.155200	25.012000
17947	62340	7.178800	24.936000
17812	62515	7.124800	25.006000
17879	61749	7.151600	24.699600
17766	61860	7.106400	24.744000
17631	62662	7.052400	25.064800
17862	62567	7.144800	25.026800
17729	62405	7.091600	24.962000
17742	62364	7.096800	24.945600
17856	62346	7.142400	24.938400
17915	62599	7.166000	25.039600
17785	62234	7.114000	24.893600
17664	62071	7.065600	24.828400
17730	62341	7.092000	24.936400
17790	62088	7.116000	24.835200
17742	62240	7.096800	24.896000
18059	62021	7.223600	24.808400
17772	62157	7.108800	24.862800
17778	62532	7.111200	25.012800
17941	62531	7.176400	25.012400
17953	63009	7.181200	25.203600
18123	62746	7.249200	25.098400
17551	62907	7.020400	25.162800
17649	62765	7.059600	25.106000
17478	62311	6.991200	24.924400
17958	62206	7.183200	24.882400
17730	62047	7.092000	24.818800
18046	61823	7.218400	24.729200
17686	62474	7.074400	24.989600
17848	62031	7.139200	24.812400
17809	62848	7.123600	25.139200
18027	62819	7.210800	25.127600
17971	61528	7.188400	24.611200
17845	63352	7.138000	25.340800
17699	63030	7.079600	25.212000
17971	61976	7.188400	24.790400
17809	61918	7.123600	24.767200
17945	62355	7.178000	24.942000
17882	62167	7.152800	24.866800
18057	62047	7.222800	24.818800
17874	61924	7.149600	24.769600
17725	62364	7.090000	24.945600
17519	62422	7.007600	24.968800
17620	62239	7.048000	24.895600
17847	61963	7.138800	24.785200
17748	62306	7.099200	24.922400
17861	62049	7.144400	24.819600
17889	62673	7.155600	25.069200
17812	62889	7.124800	25.155600
17599	62498	7.039600	24.999200
17961	62833	7.184400	25.133200
17688	62174	7.075200	24.869600
17997	62505	7.198800	25.002000
18024	61848	7.209600	24.739200
17536	63091	7.014400	25.236400
17568	62480	7.027200	24.992000
17840	62430	7.136000	24.972000
17961	61805	7.184400	24.722000
17844	62766	7.137600	25.106400
17820	62310	7.128000	24.924000
17784	62706	7.113600	25.082400
17612	62013	7.044800	24.805200
17556	61269	7.022400	24.507600
17484	62984	6.993600	25.193600
17982	62524	7.192800	25.009600
17586	62530	7.034400	25.012000
17791	62834	7.116400	25.133600
17917	61901	7.166800	24.760400
17918	61890	7.167200	24.756000
18098	62117	7.239200	24.846800
17847	62094	7.138800	24.837600
18204	62136	7.281600	24.854400
17940	62521	7.176000	25.008400
17775	62524	7.110000	25.009600
17650	62277	7.060000	24.910800
18025	62374	7.210000	24.949600
17934	62543	7.173600	25.017200
17997	62103	7.198800	24.841200
18135	62416	7.254000	24.966400
17847	62618	7.138800	25.047200
17932	61716	7.172800	24.686400
17971	62376	7.188400	24.950400
18086	62279	7.234400	24.911600
17704	61960	7.081600	24.784000
17985	62513	7.194000	25.005200
17738	62560	7.095200	25.024000
17832	61959	7.132800	24.783600
17641	62517	7.056400	25.006800
17626	62555	7.050400	25.022000
18000	62368	7.200000	24.947200
17851	62366	7.140400	24.946400
17962	62121	7.184800	24.848400
17720	62040	7.088000	24.816000
17829	61695	7.131600	24.678000
17842	62277	7.136800	24.910800
17679	62222	7.071600	24.888800
