10x10 grid, p = 0.43, f = 0.02, 1000 steps
Ma D	Mi D	s+	s-
399	32891	0.399000	32.891000
428	33051	0.428000	33.051000
443	32737	0.443000	32.737000
439	33925	0.439000	33.925000
410	32158	0.410000	32.158000
374	34643	0.374000	34.643000
409	33286	0.409000	33.286000
404	33020	0.404000	33.020000
405	33087	0.405000	33.087000
414	32655	0.414000	32.655000
436	33497	0.436000	33.497000
436	33299	0.436000	33.299000
462	33501	0.462000	33.501000
465	33350	0.465000	33.350000
410	33706	0.410000	33.706000
394	33310	0.394000	33.310000
449	33826	0.449000	33.826000
387	33179	0.387000	33.179000
424	32371	0.424000	32.371000
394	33896	0.394000	33.896000
442	33260	0.442000	33.260000
431	33238	0.431000	33.238000
401	34185	0.401000	34.185000
432	31911	0.432000	31.911000
389	33101	0.389000	33.101000
415	32075	0.415000	32.075000
457	34403	0.457000	34.403000
456	33236	0.456000	33.236000
381	33020	0.381000	33.020000
410	32624	0.410000	32.624000
409	32675	0.409000	32.675000
439	33511	0.439000	33.511000
401	33975	0.401000	33.975000
446	33193	0.446000	33.193000
391	33058	0.391000	33.058000
449	33844	0.449000	33.844000
414	32744	0.414000	32.744000
447	31992	0.447000	31.992000
415	33766	0.415000	33.766000
440	31788	0.440000	31.788000
439	33392	0.439000	33.392000
471	33713	0.471000	33.713000
422	33650	0.422000	33.650000
426	33972	0.426000	33.972000
436	33600	0.436000	33.600000
441	33096	0.441000	33.096000
426	34086	0.426000	34.086000
426	34572	0.426000	34.572000
428	33731	0.428000	33.731000
395	34262	0.395000	34.262000
393	32446	0.393000	32.446000
443	32165	0.443000	32.165000
442	34431	0.442000	34.431000
414	33886	0.414000	33.886000
421	33903	0.421000	33.903000
442	32773	0.442000	32.773000
441	32694	0.441000	32.694000
414	34229	0.414000	34.229000
435	33054	0.435000	33.054000
406	33730	0.406000	33.730000
435	32306	0.435000	32.306000
412	34025	0.412000	34.025000
407	31947	0.407000	31.947000
414	32941	0.414000	32.941000
434	33833	0.434000	33.833000
405	34258	0.405000	34.258000
443	34041	0.443000	34.041000
412	33717	0.412000	33.717000
398	33276	0.398000	33.276000
412	33687	0.412000	33.687000
405	32393	0.405000	32.393000
424	33322	0.424000	33.322000
408	33721	0.408000	33.721000
403	33817	0.403000	33.817000
409	33844	0.409000	33.844000
405	33971	0.405000	33.971000
427	33971	0.427000	33.971000
424	33691	0.424000	33.691000
411	32391	0.411000	32.391000
448	33231	0.448000	33.231000
447	33704	0.447000	33.704000
392	33902	0.392000	33.902000
398	32788	0.398000	32.788000
377	33576	0.377000	33.576000
401	32854	0.401000	32.854000
419	33884	0.419000	33.884000
410	34360	0.410000	34.360000
369	34446	0.369000	34.446000
418	33214	0.418000	33.214000
431	33282	0.431000	33.282000
402	33522	0.402000	33.522000
400	32730	0.400000	32.730000
442	34171	0.442000	34.171000
403	33272	0.403000	33.272000
406	34597	0.406000	34.597000
473	33376	0.473000	33.376000
446	32652	0.446000	32.652000
402	33786	0.402000	33.786000
398	32410	0.398000	32.410000
405	33527	0.405000	33.527000
414	32487	0.414000	32.487000
427	32504	0.427000	32.504000
467	32678	0.467000	32.678000
435	32765	0.435000	32.765000
446	33011	0.446000	33.011000
412	33321	0.412000	33.321000
423	32723	0.423000	32.723000
436	34317	0.436000	34.317000
448	33360	0.448000	33.360000
411	34135	0.411000	34.135000
383	34212	0.383000	34.212000
410	33424	0.410000	33.424000
421	33182	0.421000	33.182000
416	33622	0.416000	33.622000
427	33402	0.427000	33.402000
398	32205	0.398000	32.205000
424	32982	0.424000	32.982000
461	33115	0.461000	33.115000
406	33475	0.406000	33.475000
468	33313	0.468000	33.313000
419	32250	0.419000	32.250000
424	33542	0.424000	33.542000
440	34031	0.440000	34.031000
406	32586	0.406000	32.586000
402	32957	0.402000	32.957000
350	33323	0.350000	33.323000
413	34188	0.413000	34.188000
422	33761	0.422000	33.761000
452	31907	0.452000	31.907000
404	33363	0.404000	33.363000
442	33677	0.442000	33.677000
421	33265	0.421000	33.265000
443	32996	0.443000	32.996000
412	33359	0.412000	33.359000
420	33874	0.420000	33.874000
461	32995	0.461000	32.995000
423	33161	0.423000	33.161000
416	33969	0.416000	33.969000
418	32772	0.418000	32.772000
435	33274	0.435000	33.274000
411	33614	0.411000	33.614000
421	33488	0.421000	33.488000
424	33600	0.424000	33.600000
429	33344	0.429000	33.344000
426	33679	0.426000	33.679000
413	33866	0.413000	33.866000
446	33324	0.446000	33.324000
411	33694	0.411000	33.694000
411	32981	0.411000	32.981000
416	34177	0.416000	34.177000
403	33207	0.403000	33.207000
447	34012	0.447000	34.012000
378	32908	0.378000	32.908000
447	32742	0.447000	32.742000
407	33315	0.407000	33.315000
415	33326	0.415000	33.326000
399	34199	0.399000	34.199000
417	33560	0.417000	33.560000
410	32633	0.410000	32.633000
408	34092	0.408000	34.092000
440	34565	0.440000	34.565000
425	32823	0.425000	32.823000
433	33315	0.433000	33.315000
430	34314	0.430000	34.314000
413	33845	0.413000	33.845000
431	34282	0.431000	34.282000
408	32877	0.408000	32.877000
431	33932	0.431000	33.932000
424	33916	0.424000	33.916000
447	33170	0.447000	33.170000
397	34100	0.397000	34.100000
441	33744	0.441000	33.744000
435	32836	0.435000	32.836000
406	32753	0.406000	32.753000
398	33138	0.398000	33.138000
426	33085	0.426000	33.085000
417	33314	0.417000	33.314000
444	34223	0.444000	34.223000
435	33072	0.435000	33.072000
423	34019	0.423000	34.019000
394	33131	0.394000	33.131000
415	33694	0.415000	33.694000
418	32677	0.418000	32.677000
404	34003	0.404000	34.003000
448	34226	0.448000	34.226000
399	33860	0.399000	33.860000
399	32017	0.399000	32.017000
420	32807	0.420000	32.807000
396	33346	0.396000	33.346000
442	33343	0.442000	33.343000
370	31988	0.370000	31.988000
413	33764	0.413000	33.764000
418	32993	0.418000	32.993000
466	33610	0.466000	33.610000
398	33299	0.398000	33.299000
408	33670	0.408000	33.670000
431	33861	0.431000	33.861000
402	33274	0.402000	33.274000
422	32954	0.422000	32.954000
439	34417	0.439000	34.417000
424	33479	0.424000	33.479000
405	32510	0.405000	32.510000
435	32875	0.435000	32.875000
430	33397	0.430000	33.397000
403	32689	0.403000	32.689000
446	33017	0.446000	33.017000
428	33764	0.428000	33.764000
425	33961	0.425000	33.961000
412	33921	0.412000	33.921000
434	33712	0.434000	33.712000
424	34069	0.424000	34.069000
389	33605	0.389000	33.605000
391	33158	0.391000	33.158000
447	33443	0.447000	33.443000
429	34326	0.429000	34.326000
386	32391	0.386000	32.391000
388	33475	0.388000	33.475000
429	33334	0.429000	33.334000
409	33198	0.409000	33.198000
436	34452	0.436000	34.452000
429	33711	0.429000	33.711000
413	34233	0.413000	34.233000
421	33238	0.421000	33.238000
413	32666	0.413000	32.666000
431	33727	0.431000	33.727000
396	33113	0.396000	33.113000
371	32450	0.371000	32.450000
425	33277	0.425000	33.277000
419	32817	0.419000	32.817000
421	33773	0.421000	33.773000
389	33619	0.389000	33.619000
411	31965	0.411000	31.965000
407	34081	0.407000	34.081000
448	33647	0.448000	33.647000
455	33308	0.455000	33.308000
414	34042	0.414000	34.042000
416	33819	0.416000	33.819000
432	33756	0.432000	33.756000
410	33031	0.410000	33.031000
474	33895	0.474000	33.895000
391	32047	0.391000	32.047000
349	32617	0.349000	32.617000
397	34206	0.397000	34.206000
408	33473	0.408000	33.473000
402	32866	0.402000	32.866000
385	33778	0.385000	33.778000
425	33530	0.425000	33.530000
393	30579	0.393000	30.579000
384	33200	0.384000	33.200000
453	33000	0.453000	33.000000
469	33110	0.469000	33.110000
416	34029	0.416000	34.029000
396	33530	0.396000	33.530000
393	32443	0.393000	32.443000
420	32908	0.420000	32.908000
428	32460	0.428000	32.460000
418	32710	0.418000	32.710000
412	33827	0.412000	33.827000
410	31895	0.410000	31.895000
432	33302	0.432000	33.302000
424	33276	0.424000	33.276000
399	33685	0.399000	33.685000
419	33079	0.419000	33.079000
397	33563	0.397000	33.563000
427	33352	0.427000	33.352000
365	32753	0.365000	32.753000
428	33595	0.428000	33.595000
393	33523	0.393000	33.523000
404	32474	0.404000	32.474000
459	33354	0.459000	33.354000
426	33284	0.426000	33.284000
426	34122	0.426000	34.122000
392	33592	0.392000	33.592000
395	33849	0.395000	33.849000
442	33125	0.442000	33.125000
425	33098	0.425000	33.098000
405	33531	0.405000	33.531000
410	33518	0.410000	33.518000
425	34309	0.425000	34.309000
414	33854	0.414000	33.854000
460	33490	0.460000	33.490000
416	32639	0.416000	32.639000
402	34066	0.402000	34.066000
405	33339	0.405000	33.339000
420	33126	0.420000	33.126000
402	33590	0.402000	33.590000
433	34126	0.433000	34.126000
397	34023	0.397000	34.023000
432	33669	0.432000	33.669000
422	32444	0.422000	32.444000
402	34102	0.402000	34.102000
416	33483	0.416000	33.483000
414	33573	0.414000	33.573000
419	34229	0.419000	34.229000
424	33024	0.424000	33.024000
453	33192	0.453000	33.192000
424	33747	0.424000	33.747000
416	32348	0.416000	32.348000
410	32934	0.410000	32.934000
400	33082	0.400000	33.082000
421	33341	0.421000	33.341000
428	32836	0.428000	32.836000
440	33252	0.440000	33.252000
372	31579	0.372000	31.579000
436	33090	0.436000	33.090000
390	34161	0.390000	34.161000
434	33736	0.434000	33.736000
410	32698	0.410000	32.698000
426	33595	0.426000	33.595000
429	33831	0.429000	33.831000
482	31903	0.482000	31.903000
445	32993	0.445000	32.993000
409	34320	0.409000	34.320000
440	34284	0.440000	34.284000
388	33361	0.388000	33.361000
425	33211	0.425000	33.211000
408	32992	0.408000	32.992000
429	31366	0.429000	31.366000
390	33074	0.390000	33.074000
466	32434	0.466000	32.434000
385	33390	0.385000	33.390000
396	32520	0.396000	32.520000
415	33890	0.415000	33.890000
422	34631	0.422000	34.631000
448	34299	0.448000	34.299000
451	33448	0.451000	33.448000
417	33834	0.417000	33.834000
407	32849	0.407000	32.849000
408	34279	0.408000	34.279000
395	32844	0.395000	32.844000
404	33094	0.404000	33.094000
404	33776	0.404000	33.776000
393	33190	0.393000	33.190000
413	33429	0.413000	33.429000
413	33685	0.413000	33.685000
431	34017	0.431000	34.017000
448	34035	0.448000	34.035000
393	33965	0.393000	33.965000
421	34243	0.421000	34.243000
412	33146	0.412000	33.146000
421	34180	0.421000	34.180000
433	33639	0.433000	33.639000
415	33657	0.415000	33.657000
421	33179	0.421000	33.179000
376	33189	0.376000	33.189000
391	33759	0.391000	33.759000
443	33099	0.443000	33.099000
448	34400	0.448000	34.400000
414	32842	0.414000	32.842000
427	33348	0.427000	33.348000
408	33708	0.408000	33.708000
434	33384	0.434000	33.384000
442	34394	0.442000	34.394000
430	33392	0.430000	33.392000
425	33683	0.425000	33.683000
398	33113	0.398000	33.113000
468	32171	0.468000	32.171000
401	34007	0.401000	34.007000
419	31832	0.419000	31.832000
448	33727	0.448000	33.727000
405	33037	0.405000	33.037000
363	32860	0.363000	32.860000
407	32989	0.407000	32.989000
418	33253	0.418000	33.253000
435	33962	0.435000	33.962000
383	33967	0.383000	33.967000
395	33380	0.395000	33.380000
441	34191	0.441000	34.191000
426	32995	0.426000	32.995000
377	32113	0.377000	32.113000
397	32728	0.397000	32.728000
474	34203	0.474000	34.203000
409	34191	0.409000	34.191000
395	32596	0.395000	32.596000
406	33668	0.406000	33.668000
419	32526	0.419000	32.526000
419	33974	0.419000	33.974000
427	34342	0.427000	34.342000
424	34381	0.424000	34.381000
427	33586	0.427000	33.586000
378	33334	0.378000	33.334000
407	33789	0.407000	33.789000
435	33604	0.435000	33.604000
429	34076	0.429000	34.076000
435	32301	0.435000	32.301000
444	33881	0.444000	33.881000
423	33064	0.423000	33.064000
417	33168	0.417000	33.168000
426	33738	0.426000	33.738000
357	31621	0.357000	31.621000
414	33437	0.414000	33.437000
406	34208	0.406000	34.208000
386	33740	0.386000	33.740000
435	32984	0.435000	32.984000
431	33691	0.431000	33.691000
460	33769	0.460000	33.769000
406	33277	0.406000	33.277000
407	33676	0.407000	33.676000
415	34359	0.415000	34.359000
423	32137	0.423000	32.137000
419	32532	0.419000	32.532000
404	34012	0.404000	34.012000
429	34783	0.429000	34.783000
388	33013	0.388000	33.013000
401	33089	0.401000	33.089000
434	33426	0.434000	33.426000
395	34454	0.395000	34.454000
392	32392	0.392000	32.392000
403	32875	0.403000	32.875000
431	33310	0.431000	33.310000
455	33459	0.455000	33.459000
408	33817	0.408000	33.817000
455	33681	0.455000	33.681000
394	33141	0.394000	33.141000
421	32901	0.421000	32.901000
400	33395	0.400000	33.395000
407	33260	0.407000	33.260000
400	34514	0.400000	34.514000
410	33099	0.410000	33.099000
406	34062	0.406000	34.062000
422	33013	0.422000	33.013000
405	34430	0.405000	34.430000
422	33626	0.422000	33.626000
396	33094	0.396000	33.094000
433	32657	0.433000	32.657000
363	34435	0.363000	34.435000
430	32951	0.430000	32.951000
445	33236	0.445000	33.236000
405	33423	0.405000	33.423000
422	34038	0.422000	34.038000
433	33847	0.433000	33.847000
450	33293	0.450000	33.293000
407	33436	0.407000	33.436000
432	33525	0.432000	33.525000
393	34355	0.393000	34.355000
410	33911	0.410000	33.911000
423	33193	0.423000	33.193000
364	33932	0.364000	33.932000
389	32820	0.389000	32.820000
415	33435	0.415000	33.435000
436	33450	0.436000	33.450000
445	32238	0.445000	32.238000
412	33859	0.412000	33.859000
424	33703	0.424000	33.703000
402	33110	0.402000	33.110000
413	34498	0.413000	34.498000
400	33214	0.400000	33.214000
433	33032	0.433000	33.032000
406	33712	0.406000	33.712000
429	32965	0.429000	32.965000
422	34265	0.422000	34.265000
378	32898	0.378000	32.898000
399	32781	0.399000	32.781000
418	34016	0.418000	34.016000
445	33029	0.445000	33.029000
395	32098	0.395000	32.098000
454	33502	0.454000	33.502000
414	33504	0.414000	33.504000
444	34241	0.444000	34.241000
433	34079	0.433000	34.079000
399	33868	0.399000	33.868000
380	34613	0.380000	34.613000
405	33288	0.405000	33.288000
402	33098	0.402000	33.098000
416	33613	0.416000	33.613000
427	33408	0.427000	33.408000
402	32950	0.402000	32.950000
395	32437	0.395000	32.437000
443	33423	0.443000	33.423000
401	33575	0.401000	33.575000
427	33349	0.427000	33.349000
416	33071	0.416000	33.071000
414	33243	0.414000	33.243000
406	33794	0.406000	33.794000
399	32942	0.399000	32.942000
437	33361	0.437000	33.361000
419	32977	0.419000	32.977000
449	33416	0.449000	33.416000
458	32496	0.458000	32.496000
408	32819	0.408000	32.819000
412	33953	0.412000	33.953000
394	33386	0.394000	33.386000
427	33303	0.427000	33.303000
417	34136	0.417000	34.136000
442	32426	0.442000	32.426000
437	33541	0.437000	33.541000
424	33679	0.424000	33.679000
431	33124	0.431000	33.124000
435	33886	0.435000	33.886000
403	33831	0.403000	33.831000
401	33701	0.401000	33.701000
407	34019	0.407000	34.019000
387	33813	0.387000	33.813000
392	32966	0.392000	32.966000
394	34416	0.394000	34.416000
451	33013	0.451000	33.013000
394	33178	0.394000	33.178000
421	33897	0.421000	33.897000
422	34342	0.422000	34.342000
416	33976	0.416000	33.976000
414	33406	0.414000	33.406000
421	33937	0.421000	33.937000
435	32486	0.435000	32.486000
440	34494	0.440000	34.494000
395	34155	0.395000	34.155000
403	33839	0.403000	33.839000
427	32989	0.427000	32.989000
408	34280	0.408000	34.280000
394	33714	0.394000	33.714000
419	34001	0.419000	34.001000
428	33362	0.428000	33.362000
395	32994	0.395000	32.994000
401	33760	0.401000	33.760000
396	33008	0.396000	33.008000
442	34503	0.442000	34.503000
419	34410	0.419000	34.410000
420	34037	0.420000	34.037000
418	32584	0.418000	32.584000
446	33232	0.446000	33.232000
399	34173	0.399000	34.173000
428	33930	0.428000	33.930000
365	32414	0.365000	32.414000
420	34024	0.420000	34.024000
389	33133	0.389000	33.133000
398	33767	0.398000	33.767000
428	33081	0.428000	33.081000
426	32966	0.426000	32.966000
451	33652	0.451000	33.652000
383	34009	0.383000	34.009000
452	34226	0.452000	34.226000
405	33621	0.405000	33.621000
392	33230	0.392000	33.230000
400	33812	0.400000	33.812000
408	34407	0.408000	34.407000
402	33587	0.402000	33.587000
409	33443	0.409000	33.443000
409	33280	0.409000	33.280000
448	34389	0.448000	34.389000
418	32733	0.418000	32.733000
419	33762	0.419000	33.762000
448	32495	0.448000	32.495000
394	33529	0.394000	33.529000
412	33233	0.412000	33.233000
427	34709	0.427000	34.709000
449	34476	0.449000	34.476000
409	32217	0.409000	32.217000
434	32980	0.434000	32.980000
438	33542	0.438000	33.542000
402	33356	0.402000	33.356000
420	34247	0.420000	34.247000
445	33181	0.445000	33.181000
406	33402	0.406000	33.402000
402	32842	0.402000	32.842000
415	31964	0.415000	31.964000
445	33319	0.445000	33.319000
418	32876	0.418000	32.876000
428	34218	0.428000	34.218000
390	33827	0.390000	33.827000
409	33561	0.409000	33.561000
430	33440	0.430000	33.440000
427	34519	0.427000	34.519000
419	32248	0.419000	32.248000
398	34350	0.398000	34.350000
410	33856	0.410000	33.856000
415	33238	0.415000	33.238000
463	33598	0.463000	33.598000
433	32815	0.433000	32.815000
400	33371	0.400000	33.371000
417	34069	0.417000	34.069000
393	33415	0.393000	33.415000
425	33344	0.425000	33.344000
429	33708	0.429000	33.708000
399	33168	0.399000	33.168000
369	33740	0.369000	33.740000
404	32694	0.404000	32.694000
468	33552	0.468000	33.552000
421	34272	0.421000	34.272000
419	34040	0.419000	34.040000
445	34533	0.445000	34.533000
426	33213	0.426000	33.213000
459	33229	0.459000	33.229000
361	32552	0.361000	32.552000
432	34072	0.432000	34.072000
389	31704	0.389000	31.704000
408	33775	0.408000	33.775000
393	32944	0.393000	32.944000
433	32696	0.433000	32.696000
419	33550	0.419000	33.550000
451	33685	0.451000	33.685000
404	32583	0.404000	32.583000
387	32326	0.387000	32.326000
397	33168	0.397000	33.168000
417	32989	0.417000	32.989000
445	33568	0.445000	33.568000
413	33820	0.413000	33.820000
406	33239	0.406000	33.239000
406	33913	0.406000	33.913000
435	33979	0.435000	33.979000
402	33187	0.402000	33.187000
432	33328	0.432000	33.328000
412	32604	0.412000	32.604000
436	33717	0.436000	33.717000
369	31805	0.369000	31.805000
447	32195	0.447000	32.195000
438	33459	0.438000	33.459000
416	32702	0.416000	32.702000
440	33816	0.440000	33.816000
415	34664	0.415000	34.664000
404	32921	0.404000	32.921000
413	33801	0.413000	33.801000
398	33757	0.398000	33.757000
397	34316	0.397000	34.316000
436	33315	0.436000	33.315000
365	32672	0.365000	32.672000
430	33571	0.430000	33.571000
443	33072	0.443000	33.072000
433	33021	0.433000	33.021000
377	32187	0.377000	32.187000
406	33035	0.406000	33.035000
415	33063	0.415000	33.063000
411	32949	0.411000	32.949000
420	32874	0.420000	32.874000
388	34358	0.388000	34.358000
405	34236	0.405000	34.236000
413	33483	0.413000	33.483000
399	32870	0.399000	32.870000
416	33378	0.416000	33.378000
421	33413	0.421000	33.413000
410	33625	0.410000	33.625000
369	32486	0.369000	32.486000
402	32898	0.402000	32.898000
402	33063	0.402000	33.063000
441	33251	0.441000	33.251000
448	33817	0.448000	33.817000
442	33882	0.442000	33.882000
436	33706	0.436000	33.706000
422	33528	0.422000	33.528000
468	34042	0.468000	34.042000
451	32751	0.451000	32.751000
428	33117	0.428000	33.117000
401	33113	0.401000	33.113000
396	33966	0.396000	33.966000
419	32486	0.419000	32.486000
432	33953	0.432000	33.953000
403	33417	0.403000	33.417000
416	33084	0.416000	33.084000
411	33282	0.411000	33.282000
391	33890	0.391000	33.890000
401	32454	0.401000	32.454000
403	33922	0.403000	33.922000
396	33963	0.396000	33.963000
432	33948	0.432000	33.948000
410	32656	0.410000	32.656000
418	33623	0.418000	33.623000
391	33707	0.391000	33.707000
398	32365	0.398000	32.365000
464	32983	0.464000	32.983000
437	34015	0.437000	34.015000
435	33299	0.435000	33.299000
420	33759	0.420000	33.759000
394	33475	0.394000	33.475000
402	34164	0.402000	34.164000
412	33145	0.412000	33.145000
451	32986	0.451000	32.986000
407	33866	0.407000	33.866000
411	33893	0.411000	33.893000
416	33424	0.416000	33.424000
443	33870	0.443000	33.870000
441	33044	0.441000	33.044000
404	33551	0.404000	33.551000
417	34614	0.417000	34.614000
412	30303	0.412000	30.303000
417	33623	0.417000	33.623000
475	33702	0.475000	33.702000
417	32931	0.417000	32.931000
414	34000	0.414000	34.000000
449	33462	0.449000	33.462000
424	32910	0.424000	32.910000
423	33338	0.423000	33.338000
435	32187	0.435000	32.187000
400	33709	0.400000	33.709000
435	33992	0.435000	33.992000
431	32612	0.431000	32.612000
433	33630	0.433000	33.630000
414	32128	0.414000	32.128000
429	32870	0.429000	32.870000
418	34649	0.418000	34.649000
412	33898	0.412000	33.898000
398	33578	0.398000	33.578000
441	34810	0.441000	34.810000
421	33470	0.421000	33.470000
491	33794	0.491000	33.794000
413	33339	0.413000	33.339000
415	33840	0.415000	33.840000
447	32722	0.447000	32.722000
402	32689	0.402000	32.689000
413	34278	0.413000	34.278000
435	33592	0.435000	33.592000
417	33547	0.417000	33.547000
423	32889	0.423000	32.889000
434	33075	0.434000	33.075000
425	34176	0.425000	34.176000
446	32975	0.446000	32.975000
384	33542	0.384000	33.542000
422	32519	0.422000	32.519000
406	33812	0.406000	33.812000
392	34137	0.392000	34.137000
365	33010	0.365000	33.010000
