10x10 grid, p = 0.03, f = 0.21, 1000 steps
Ma D	Mi D	s+	s-
419	1536	0.419000	1.536000
403	1640	0.403000	1.640000
390	1604	0.390000	1.604000
419	1583	0.419000	1.583000
400	1603	0.400000	1.603000
369	1642	0.369000	1.642000
418	1596	0.418000	1.596000
412	1801	0.412000	1.801000
379	1611	0.379000	1.611000
418	1761	0.418000	1.761000
424	1676	0.424000	1.676000
439	1635	0.439000	1.635000
424	1671	0.424000	1.671000
459	1687	0.459000	1.687000
459	1654	0.459000	1.654000
418	1585	0.418000	1.585000
445	1677	0.445000	1.677000
432	1643	0.432000	1.643000
421	1676	0.421000	1.676000
454	1684	0.454000	1.684000
389	1620	0.389000	1.620000
465	1671	0.465000	1.671000
406	1577	0.406000	1.577000
388	1676	0.388000	1.676000
435	1645	0.435000	1.645000
457	1637	0.457000	1.637000
400	1688	0.400000	1.688000
382	1642	0.382000	1.642000
418	1640	0.418000	1.640000
460	1590	0.460000	1.590000
403	1702	0.403000	1.702000
453	1714	0.453000	1.714000
411	1708	0.411000	1.708000
396	1641	0.396000	1.641000
452	1692	0.452000	1.692000
426	1651	0.426000	1.651000
427	1548	0.427000	1.548000
471	1683	0.471000	1.683000
391	1626	0.391000	1.626000
463	1716	0.463000	1.716000
416	1612	0.416000	1.612000
429	1649	0.429000	1.649000
437	1752	0.437000	1.752000
412	1780	0.412000	1.780000
447	1681	0.447000	1.681000
407	1680	0.407000	1.680000
433	1640	0.433000	1.640000
457	1623	0.457000	1.623000
453	1634	0.453000	1.634000
423	1730	0.423000	1.730000
455	1671	0.455000	1.671000
423	1676	0.423000	1.676000
388	1607	0.388000	1.607000
393	1668	0.393000	1.668000
411	1557	0.411000	1.557000
428	1600	0.428000	1.600000
412	1628	0.412000	1.628000
450	1617	0.450000	1.617000
425	1601	0.425000	1.601000
445	1742	0.445000	1.742000
441	1741	0.441000	1.741000
387	1604	0.387000	1.604000
412	1669	0.412000	1.669000
399	1708	0.399000	1.708000
430	1685	0.430000	1.685000
397	1578	0.397000	1.578000
433	1651	0.433000	1.651000
452	1787	0.452000	1.787000
447	1738	0.447000	1.738000
421	1677	0.421000	1.677000
383	1628	0.383000	1.628000
372	1639	0.372000	1.639000
432	1652	0.432000	1.652000
424	1488	0.424000	1.488000
446	1634	0.446000	1.634000
416	1687	0.416000	1.687000
424	1537	0.424000	1.537000
424	1792	0.424000	1.792000
380	1709	0.380000	1.709000
448	1740	0.448000	1.740000
439	1616	0.439000	1.616000
392	1691	0.392000	1.691000
